,name,sport,training_effect,anaerobic_training_effect,start_time,stop_time,elapsed_time,distance,avg_hr,max_hr,calories,avg_cadence,max_cadence,avg_speed,max_speed,ascent,descent,start_lat,start_long,stop_lat,stop_long,start_date,hour,month,week,day_name,day_date,start_minute,start_second,start_microsecond,calpermin,total_time,work_day
164,Easy Run,running,2.6,0.0,2023-04-21 10:58:56,2023-04-21 11:39:50.000000,2023-05-04 00:40:28,2.67000097784,133.0,154.0,424,66.0,97.0,3.99293068533421,5.34403996746826,,,,,,,2023-04-21,10,4,16,Friday,21,40,28,0,10.477759472817134,40.46666666666667,Work Day
165,Indoor Cycling,cycling,2.4,0.0,2023-04-22 10:15:25,2023-04-22 10:45:42.000000,2023-05-04 00:30:04,0.0,130.0,166.0,315,,,0.0,,,,,,,,2023-04-22,10,4,16,Saturday,22,30,4,0,10.476718403547672,30.066666666666666,Work Day
166,Goal Pace Repeats,running,3.3,0.9,2023-04-23 10:39:16,2023-04-23 11:29:13.000000,2023-05-04 00:49:30,3.227482791056,139.0,172.0,527,66.0,79.0,4.07122363733196,5.90774804853249,,,,,,,2023-04-23,10,4,16,Sunday,23,49,30,0,10.646464646464647,49.5,Work Day
167,treadmill 20 + 10,running,3.0,0.0,2023-04-24 10:54:00,2023-04-24 11:34:17.000000,2023-05-04 00:40:06,2.774472117696,139.0,157.0,463,68.0,105.0,4.15175309653473,5.17626966080284,,,,,,,2023-04-24,10,4,17,Monday,24,40,6,0,11.546134663341645,40.1,Work Day
169,Indoor Cycling,cycling,2.3,0.0,2023-04-25 22:32:45,2023-04-25 23:08:02.000000,2023-05-04 00:35:04,0.0,134.0,149.0,388,,,0.0,,,,,,,,2023-04-25,22,4,17,Tuesday,25,35,4,0,11.064638783269961,35.06666666666667,Work Day
168,Easy Run,running,2.5,0.0,2023-04-25 11:16:22,2023-04-25 11:56:54.000000,2023-05-04 00:40:04,2.769998245056,132.0,153.0,423,67.0,105.0,4.14727928213406,4.88323148426437,,,,,,,2023-04-25,11,4,17,Tuesday,25,40,4,0,10.557404326123127,40.06666666666667,Work Day
170,Delhi - Time Trial,running,3.2,0.4,2023-04-26 15:16:14,2023-04-26 15:44:54.000000,2023-05-04 00:28:31,2.335429868912,153.0,185.0,372,67.0,101.0,4.97270883893204,7.13806274186707,137.7952758,147.6377955,39.1083864122629,-84.6427644230425,39.1085221990943,-84.6430641599,2023-04-26,15,4,17,Wednesday,26,28,31,0,13.04500292226768,28.516666666666666,Off Day
171,Treadmill Running,running,2.7,0.0,2023-04-27 11:04:53,2023-04-27 11:40:31.000000,2023-05-04 00:35:05,2.419998489232,130.0,158.0,366,66.0,95.0,4.13833165333271,4.96823475786781,,,,,,,2023-04-27,11,4,17,Thursday,27,35,5,0,10.43230403800475,35.083333333333336,Off Day
172,Delhi Running,running,2.7,0.5,2023-04-27 14:09:25,2023-04-27 14:24:08.000000,2023-05-04 00:14:23,1.279018050656,164.0,181.0,211,74.0,82.0,5.33285556479836,6.80475943573189,101.7060369,101.7060369,39.1084828041494,-84.6431017946452,39.1085543856025,-84.643130460754,2023-04-27,14,4,17,Thursday,27,14,23,0,14.669756662804172,14.383333333333333,Off Day
173,Easy Run,running,2.8,0.0,2023-04-28 10:31:35,2023-04-28 11:14:44.000000,2023-05-04 00:43:00,2.65685897696,133.0,165.0,431,66.0,90.0,3.98398305653286,5.32167062880135,,,,,,,2023-04-28,10,4,17,Friday,28,43,0,0,10.023255813953488,43.0,Work Day
174,Treadmill Running,running,2.9,0.0,2023-04-29 11:06:48,2023-04-29 11:37:18.000000,2023-05-04 00:30:04,2.150000275408,135.0,169.0,327,65.0,79.0,4.28820643573189,5.63484190346527,,,,,,,2023-04-29,11,4,17,Saturday,29,30,4,0,10.875831485587582,30.066666666666666,Work Day
175,Stride Repeats,running,2.7,0.1,2023-04-30 11:26:10,2023-04-30 11:56:43.000000,2023-05-04 00:30:07,2.159998138016,130.0,161.0,323,65.0,80.0,4.30162787893391,5.50957350026512,,,,,,,2023-04-30,11,4,17,Sunday,30,30,7,0,10.724958494742667,30.116666666666667,Work Day
176,Treadmill Running,running,0.7,0.0,2023-04-30 21:40:39,2023-04-30 21:47:14.000000,2023-05-04 00:06:20,0.338728082256,112.0,143.0,54,53.0,85.0,3.20552921760082,5.05100125760269,,,,,,,2023-04-30,21,4,17,Sunday,30,6,20,0,8.526315789473685,6.333333333333333,Work Day
177,Indoor Cycling,cycling,2.2,0.0,2023-04-30 21:48:39,2023-04-30 22:08:55.000000,2023-05-04 00:20:06,0.0,137.0,156.0,237,,,0.0,,,,,,,,2023-04-30,21,4,17,Sunday,30,20,6,0,11.791044776119403,20.1,Work Day
178,Stair Stepper,stair_climbing,2.9,0.0,2023-05-01 10:52:45,2023-05-01 11:25:06.000000,2023-05-04 00:32:01,0.0,140.0,161.0,393,3.0,78.0,0.0,,,,,,,,2023-05-01,10,5,18,Monday,1,32,1,0,12.274856845393025,32.016666666666666,Work Day
179,Easy Run,running,2.6,0.0,2023-05-02 11:28:45,2023-05-02 12:09:06.000000,2023-05-04 00:40:04,2.976722229584,132.0,156.0,421,67.0,75.0,4.45597647573376,5.09350316106796,,,,,,,2023-05-02,11,5,18,Tuesday,2,40,4,0,10.507487520798668,40.06666666666667,Work Day
181,Delhi Running,running,2.1,0.0,2023-05-03 15:33:02,2023-05-03 15:52:06.000000,2023-05-04 00:18:49,1.314274652544,145.0,170.0,211,63.0,77.0,4.18978118559933,5.67734380693054,118.1102364,111.5485566,39.1083974763751,-84.6428659278899,39.1084497794509,-84.6430105995387,2023-05-03,15,5,18,Wednesday,3,18,49,0,11.21346324180691,18.816666666666666,Off Day
180,Time Trial,running,2.8,0.5,2023-05-03 11:57:35,2023-05-03 12:29:26.000000,2023-05-04 00:31:33,2.07084379824,131.0,181.0,299,61.0,120.0,3.93700733866692,5.76011030666542,,,,,,,2023-05-03,11,5,18,Wednesday,3,31,33,0,9.477020602218701,31.55,Off Day
182,Delhi Running,running,2.7,0.0,2023-05-04 11:20:03,2023-05-04 11:52:09.000000,2023-05-04 00:31:28,2.38805379584,137.0,164.0,369,69.0,79.0,4.55216495199776,5.65721124213219,147.6377955,157.4803152,39.1084872465581,-84.643109254539,39.1085325926542,-84.6431480627507,2023-05-04,11,5,18,Thursday,4,31,28,0,11.726694915254239,31.466666666666665,Off Day
